                       Research (Cts/Temp.) Glow Curve,,
,,
File Name:        R&D-Quest4TTP 38,,
Date & Time:     6/25/2018 1:43:03 PM,,
,,
,Temperature,Counts
86,97,1
87,97,1
88,98,1
89,98,1
90,98,2
91,99,2
92,99,2
93,100,2
94,100,2
95,101,2
96,101,3
97,102,3
98,102,3
99,103,3
100,103,4
101,104,4
102,105,5
103,105,5
104,106,5
105,106,6
106,107,6
107,107,7
108,108,7
109,108,8
110,109,9
111,109,10
112,110,10
113,111,11
114,111,12
115,111,13
116,112,14
117,112,15
118,113,15
119,113,17
120,114,18
121,114,19
122,114,21
123,115,22
124,116,24
125,116,25
126,117,27
127,117,29
128,118,31
129,119,33
130,119,35
131,120,37
132,120,40
133,121,43
134,121,46
135,122,49
136,122,51
137,122,54
138,123,58
139,123,60
140,124,64
141,124,68
142,125,71
143,125,74
144,126,79
145,126,82
146,127,86
147,127,91
148,128,95
149,128,100
150,129,105
151,130,110
152,130,116
153,130,121
154,131,125
155,131,130
156,132,136
157,132,140
158,133,146
159,134,151
160,134,157
161,135,161
162,135,167
163,135,172
164,136,175
165,137,181
166,137,185
167,138,189
168,138,192
169,139,194
170,139,198
171,139,200
172,140,203
173,140,204
174,141,206
175,141,206
176,141,206
177,142,206
178,142,206
179,143,203
180,143,203
181,144,201
182,145,197
183,146,193
184,146,191
185,146,188
186,147,184
187,148,179
188,148,176
189,149,171
190,149,164
191,149,159
192,149,155
193,150,150
194,151,146
195,151,141
196,152,137
197,153,135
198,153,131
199,153,128
200,154,125
201,155,123
202,155,121
203,156,122
204,156,122
205,157,123
206,158,124
207,158,124
208,159,127
209,159,129
210,160,132
211,160,134
212,160,137
213,160,143
214,161,147
215,162,152
216,162,157
217,163,163
218,163,169
219,164,174
220,165,180
221,165,187
222,166,194
223,166,200
224,167,208
225,167,215
226,167,224
227,168,230
228,168,238
229,169,245
230,170,253
231,170,260
232,171,266
233,171,276
234,172,284
235,172,290
236,173,299
237,173,306
238,174,314
239,174,321
240,175,327
241,175,333
242,176,342
243,176,349
244,177,354
245,177,360
246,178,364
247,178,371
248,179,374
249,179,378
250,180,381
251,181,386
252,181,389
253,182,390
254,182,392
255,183,392
256,183,392
257,184,392
258,184,393
259,185,389
260,186,388
261,186,387
262,187,382
263,187,380
264,187,376
265,188,374
266,188,371
267,189,367
268,189,363
269,190,360
270,190,357
271,191,353
272,191,352
273,192,348
274,192,346
275,193,345
276,193,344
277,194,344
278,194,344
279,194,346
280,195,345
281,195,347
282,196,348
283,197,352
284,197,356
285,198,358
286,198,361
287,199,365
288,199,370
289,199,374
290,200,380
291,200,384
292,200,390
293,202,396
294,202,400
295,202,406
296,202,413
297,203,418
298,203,423
299,204,428
300,205,433
301,205,441
302,206,445
303,206,450
304,207,455
305,208,461
306,208,467
307,209,473
308,209,479
309,210,483
310,210,488
311,211,492
312,211,499
313,211,501
314,212,507
315,213,512
316,214,517
317,214,517
318,215,518
319,215,522
320,216,523
321,216,527
322,217,528
323,217,531
324,218,531
325,218,538
326,219,538
327,219,541
328,219,545
329,220,548
330,220,554
331,219,556
332,221,562
333,221,565
334,222,570
335,223,577
336,223,582
337,224,590
338,224,597
339,225,606
340,225,615
341,226,625
342,226,633
343,226,645
344,227,656
345,228,667
346,229,678
347,228,687
348,229,702
349,230,708
350,230,720
351,231,728
352,232,736
353,232,743
354,232,749
355,233,755
356,234,761
357,234,757
358,235,760
359,235,757
360,236,750
361,237,741
362,237,733
363,237,723
364,238,706
365,238,690
366,239,668
367,239,648
368,240,624
369,240,598
370,241,570
371,241,544
372,242,512
373,242,484
374,242,451
375,243,422
376,243,389
377,244,360
378,244,329
379,246,301
380,246,273
381,247,247
382,247,222
383,247,198
384,248,176
385,248,156
386,249,139
387,249,123
388,249,108
389,250,96
390,251,86
391,251,77
392,251,69
393,252,63
394,253,57
395,254,53
396,254,49
397,255,46
398,255,44
399,256,43
400,256,41
401,256,40
402,257,39
403,258,39
404,258,39
405,259,39
406,259,38
407,259,37
408,259,37
409,259,37
410,259,37
411,259,36
412,259,35
413,259,35
414,259,35
415,260,34
416,259,35
417,259,34
418,259,34
419,259,34
420,260,34
421,260,34
422,260,33
423,259,32
424,259,33
425,259,33
426,259,32
427,259,32
428,259,32
429,259,32
430,258,31